label,BN246label,x,y,z,mni_x,mni_y,mni_z,gm,NMM,Anat,AnatMacro,BN246,YBA_1,Manual Examination,Notes
RmCmS7,A8dl_R,18.6055715,28.9681605,39.1606504,21.048452,15.6706803,49.847464,White,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R SFG,Right superior frontal gyrus 5 D,WM,
RmCmS8,A8dl_R,21.0043604,30.5664034,42.7570361,23.7755454,17.022039,54.6288951,Gray,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R SFG,Right superior frontal gyrus 5 D,,
RmCmS9,A8dl_R,23.4031494,31.7650857,46.7530203,26.5038054,17.9157752,59.7976131,Gray,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R SFG,Right superior frontal gyrus 5 D,,
RmlS1,dIg_R,33.3981032,7.39187998,-0.7991916,38.1104257,-4.6315496,-1.7477585,Gray,Right PIns posterior insula,Unknown,R Putamen,R INS,Right anterior long insular gyrus C,,
RmlS10,A6cdl_R,34.1976995,10.1888052,43.556233,38.9065193,-4.4856499,53.7392639,Gray,Right PrG precentral gyrus,Unknown,R Middle Frontal Gyrus,R PrG,Right posterior motor F,,
RmlS11,A6cdl_R,34.1976995,10.1888052,49.5502093,38.8160787,-4.9628886,61.078773,Gray,Right PrG precentral gyrus,Unknown,R Middle Frontal Gyrus,R PrG,Right posterior motor E,,
RmlS12,A6cdl_R,34.1976995,10.9879267,53.9457919,38.6526853,-4.477862,66.569183,Unknown,Right PrG precentral gyrus,Unknown,R Superior Frontal Gyrus,R PrG,Right posterior motor E,OOB,
RmlS2,dIg_R,33.3981032,6.99231923,3.99598944,37.8230872,-5.243421,4.12702528,Gray,Right AIns anterior insula,Unknown,R Insula Lobe,R INS,Right anterior long insular gyrus B,,
RmlS3,dIg_R,34.1976995,7.39187998,9.59036732,38.690454,-5.0975014,11.0600109,Gray,Right AIns anterior insula,Area OP3 [VS],R Rolandic Operculum,R INS,Right posterior short insular gyrus A,,
RmlS4,A1/2/3tonIa_R,34.1976995,6.99231923,14.7851468,38.8325284,-5.8093953,17.3400803,Gray,Right CO central operculum,Area OP3 [VS],R Rolandic Operculum,R PoG,Right somatosensory M,,
RmlS5,Unknown,33.7979014,7.79144073,19.1807294,38.4278893,-5.3237106,22.8646248,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
RmlS6,Unknown,34.1976995,8.19100147,23.9759104,38.8331916,-5.3105384,29.0002956,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
RmlS7,Unknown,34.1976995,8.59056222,29.1706899,38.8466753,-5.2277077,35.6215188,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
RmlS8,A6cdl_R,34.1976995,8.99012297,33.9658709,38.8957043,-5.0637963,41.71052,Gray,Right Cerebral White Matter,Unknown,R Precentral Gyrus,R PrG,Right posterior motor F,,
RmlS9,A6cdl_R,34.1976995,9.38968372,38.761052,38.9079094,-4.9200145,47.7374293,Gray,Right PrG precentral gyrus,Unknown,R Precentral Gyrus,R PrG,Right posterior motor F,,
RmOlF1,A13_R,7.01142502,41.3545437,-23.9759,9.79441686,33.0258587,-27.313912,Gray,Right MOrG medial orbital gyrus,Area Fo1,R Rectal Gyrus,R OrG,Right frontal orbital 4 B,,
RmOlF10,IFS_R,42.5934608,44.1514689,0.79920208,48.3958873,34.1044232,6.67349781,Gray,Right TrIFG triangular part of the inferior frontal gyrus,Area 45,R IFG (p Triangularis),R IFG,Right middle pars triangularis A,,
RmOlF11,IFS_R,46.1916442,45.3501512,3.99598944,52.2521544,34.9763378,10.8816411,Gray,Right TrIFG triangular part of the inferior frontal gyrus,Area 45,R IFG (p Triangularis),R IFG,Right middle pars triangularis A,,
RmOlF12,IFS_R,50.1896257,45.3501512,7.1927768,56.5025643,34.5607898,14.9561825,Gray,Right TrIFG triangular part of the inferior frontal gyrus,Area 45,R IFG (p Triangularis),R IFG,Right middle pars triangularis A,OOB,
RmOlF2,A11l_R,10.6096084,41.3545437,-21.178711,13.5857452,32.8142511,-23.488034,Gray,Right MOrG medial orbital gyrus,Area Fo1,R Superior Orbital Gyrus,R OrG,Right frontal orbital 4 B,,
RmOlF3,A11l_R,14.60759,41.3545437,-18.78112,17.856656,32.6030191,-19.916883,White,Right MOrG medial orbital gyrus,Area Fo3,R Superior Orbital Gyrus,R OrG,Unknown,WM,
RmOlF4,A11l_R,18.6055715,41.3545437,-15.983932,22.1541746,32.3011558,-15.879958,Gray,Right MOrG medial orbital gyrus,Area Fo3,R Superior Orbital Gyrus,R OrG,Right frontal orbital 4 C,,
RmOlF5,A11l_R,23.0033512,41.7541044,-13.186743,26.8750997,32.3500225,-11.683896,Gray,Right POrG posterior orbital gyrus,Area Fo3,R IFG (p Orbitalis),R OrG,Right frontal orbital 4 D,,
RmOlF6,A11l_R,27.0013328,42.1536652,-10.389554,31.2144638,32.5775712,-7.813931,White,Right Cerebral White Matter,Unknown,R IFG (p Orbitalis),R OrG,Unknown,WM,
RmOlF7,A44op_R,30.9993143,42.5532259,-7.5923647,35.5364246,33.0688173,-4.1484762,Gray,Right Cerebral White Matter,Unknown,R IFG (p Orbitalis),R IFG,Right frontal orbital 4 D,WM,
RmOlF8,A44op_R,34.9972959,42.9527867,-4.3955774,39.940346,33.5003902,-0.0376613,White,Right TrIFG triangular part of the inferior frontal gyrus,Unknown,R IFG (p Triangularis),R IFG,Right anterior pars triangularis B,WM,
RmOlF9,A44op_R,38.9952774,43.7519082,-1.5983884,44.4077195,33.9979624,3.57169229,White,Right Cerebral White Matter,Unknown,R IFG (p Triangularis),R IFG,Right middle pars triangularis A,WM,
RmTpT1,TH_R,19.4051678,-24.173419,-7.9919631,23.2465093,-37.78068,-14.631982,Gray,Right LiG lingual gyrus,Unknown,R Fusiform Gyrus,R PhG,Right parahippocampal gyrus F,,
RmTpT10,Unknown,57.7857907,-44.551017,9.59036732,64.9531973,-61.919754,7.13624993,Unknown,Unknown,Unknown,Unknown,Unknown,Right superior middle temporal gyrus G,OOB,
RmTpT2,A20rv_R,23.4031494,-26.171223,-5.993971,27.7159038,-40.165797,-12.222207,Gray,Right FuG fusiform gyrus,Unknown,R Fusiform Gyrus,R FuG,Right parahippocampal gyrus F,,
RmTpT3,A37mv_R,27.4011309,-28.169027,-4.7951758,32.1676567,-42.512256,-10.755447,Gray,Right FuG fusiform gyrus,Area  FG3,R Fusiform Gyrus,R FuG,Right medial occipitotemporal gyrus E,,
RmTpT4,Unknown,31.7989106,-30.566391,-2.7971837,36.9980527,-45.321336,-8.2008693,White,Right Cerebral White Matter,Area  FG3,R Fusiform Gyrus,Unknown,Unknown,WM,
RmTpT5,A37lv_R,35.7968922,-32.564195,-1.19879,41.2460453,-47.611952,-6.0477772,White,Right Cerebral White Matter,Unknown,Unknown,R FuG,Unknown,WM,
RmTpT6,A37vl_R,39.3950756,-34.162438,0.39960366,45.043399,-49.493276,-4.0262732,White,Right Cerebral White Matter,Unknown,R Middle Temporal Gyrus,R ITG,Unknown,WM,
RmTpT7,A37dl_R,44.5924516,-37.358924,2.79719418,50.5287975,-53.227887,-1.1380766,White,Right Cerebral White Matter,Unknown,R Middle Temporal Gyrus,R MTG,Right inferior middle temporal gyrus F,WM,
RmTpT8,A37dl_R,48.9902313,-38.957167,3.99598944,55.2023668,-55.150565,0.44875641,White,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus F,WM,
RmTpT9,A37dl_R,52.1886165,-42.153653,5.99398154,58.6346389,-58.846025,2.70952466,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus F,,
RplS11,vId/vIg_R,32.9983051,8.99012297,-10.389554,38.6072185,-2.5825118,-13.460153,Gray,Right PIns posterior insula,Area Id1,Unknown,R INS,Right posterior long insular gyrus D,,
RplS110,Unknown,28.6005254,-26.970344,21.9779183,32.8260469,-42.514172,21.9043153,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
RplS111,Unknown,27.8009291,-31.365513,25.5743041,31.8948352,-47.40019,25.8140749,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
RplS112,Unknown,27.4011309,-35.36112,28.7710915,31.3831458,-51.835231,29.3165733,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
RplS113,Unknown,26.6015346,-39.356728,32.3674772,30.4093299,-56.228561,33.262696,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
RplS114,lsOccG_R,25.8019383,-43.352335,35.5642646,29.4495132,-60.674804,36.6909742,Gray,Right SPL superior parietal lobule,Unknown,R Middle Occipital Gyrus,R LOcC,Right supramarginal gyrus 5 A,,
RplS115,lsOccG_R,25.8019383,-47.747503,39.5602488,29.3694476,-65.631769,41.1321283,Gray,Right SPL superior parietal lobule,Unknown,R Superior Occipital Gyrus,R LOcC,Right supramarginal gyrus 5 A,,
RplS116,lsOccG_R,25.8019383,-51.743111,42.7570361,29.2839912,-70.092044,44.6954071,Gray,Right SPL superior parietal lobule,Unknown,R Superior Occipital Gyrus,R LOcC,Right supramarginal gyrus 5 A,,
RplS12,vId/vIg_R,32.5985069,4.99451548,-6.7931679,37.7713808,-6.9307294,-9.4247564,Gray,Right PIns posterior insula,Area Id1,Unknown,R INS,Right posterior long insular gyrus C,,
RplS13,vId/vIg_R,32.1987088,0.99890798,-3.5963805,36.9657231,-11.275906,-5.8640135,Gray,Right PIns posterior insula,Unknown,R Insula Lobe,R INS,Right posterior long insular gyrus C,,
RplS14,vId/vIg_R,31.7989106,-2.9966995,5.25E-06,36.2313592,-15.692685,-1.9739345,Gray,Right PIns posterior insula,Area Ig2,R Putamen,R INS,Right posterior long insular gyrus B,,
RplS15,G_R,30.9993143,-6.992307,3.59639102,35.2204874,-20.101441,1.85608645,Gray,Right PIns posterior insula,Area Ig1,R Insula Lobe,R INS,Right posterior long insular gyrus B,,
RplS16,G_R,30.5995162,-10.987915,7.1927768,34.9401509,-24.533599,5.78872857,Gray,Right PP planum polare,Area Ig1,Unknown,R INS,Right posterior long insular gyrus A,,
RplS17,Unknown,30.199718,-14.983522,10.7891626,34.6885923,-29.067621,9.71846119,White,Right Cerebral White Matter,Area TE 11,R Superior Temporal Gyrus,Unknown,Right superior temporal gyrus E,WM,
RplS18,Unknown,29.7999198,-18.979129,14.3855484,34.2266534,-33.595343,13.6081306,White,Right Cerebral White Matter,Area TE 11,Unknown,Unknown,Right superior temporal gyrus F,WM,
RplS19,Unknown,29.0003235,-22.974737,18.3815325,33.3010223,-38.064898,17.9719627,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
,,,,,,,,,,,,,,,
