label,BN246label,x,y,z,mni_x,mni_y,mni_z,gm,NMM,Anat,AnatMacro,BN246,YBA_1,Manual Examination,Notes
LAgIT7,A22r_L,-45.369555,18.150046,-13.600003,-45.03377,0.6392553,-23.431888,White,Left STG superior temporal gyrus,Unknown,L Middle Temporal Gyrus,L STG,Unknown,WM,
LAgIT8,A21r_L,-50.166337,19.3496675,-13.600003,-50.089488,1.73566717,-23.592493,Gray,Left STG superior temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior temporal gyrus A,WM,
LAgIT9,A21r_L,-54.96312,20.1494153,-13.600003,-55.173443,2.41662332,-23.686744,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus A,,
LaIaS1,dIa_L,-38.973845,27.3471446,0.7999959,-39.467798,13.2168742,-7.8853562,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left middle short insular gyrus B,,
LaIaS10,A8vl_L,-30.179743,36.9441171,44.3999933,-30.631446,32.2996914,42.6353376,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 5 A,,
LaIaS11,A8vl_L,-29.38028,38.1437386,49.199993,-29.677012,34.4754238,48.0955139,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 5 A,,
LaIaS12,Unknown,-28.580816,40.1431079,54.3999927,-28.777117,37.5397338,53.8855417,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,
LaIaS2,dIa_L,-38.174381,28.1468923,5.99999559,-38.735728,15.1064679,-1.6446236,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left anterior short insular gyrus B,,
LaIaS3,A44op_L,-36.975185,29.3465139,10.3999953,-37.544531,17.3166258,3.53289908,Gray,Left FO frontal operculum,Unknown,L Insula Lobe,L IFG,Left anterior short insular gyrus A,,
LaIaS4,A44op_L,-36.175721,30.1462616,15.599995,-36.663364,19.3056504,9.65236446,Gray,Left FO frontal operculum,Unknown,L IFG (p Triangularis),L IFG,Left pars opercularis C,,
LaIaS5,Unknown,-34.976526,31.3458831,20.3999947,-35.404796,21.6011475,15.1300449,White,Left Cerebral White Matter,Unknown,L IFG (p Triangularis),Unknown,Unknown,WM,
LaIaS6,IFJ_L,-34.177062,32.5455047,25.1999944,-34.695757,23.884028,20.6143539,White,Left Cerebral White Matter,Unknown,L IFG (p Triangularis),L MFG,Unknown,WM,
LaIaS7,Unknown,-33.377598,34.1450001,30.3999941,-34.107916,26.648244,26.5502322,Gray,Left Cerebral White Matter,Unknown,L IFG (p Triangularis),Unknown,Unknown,Left middle frontal gyrus 4 B,
LaIaS8,A8vl_L,-31.778671,34.1450001,35.1999938,-32.454388,27.6520791,32.2449292,White,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 4 B,WM,
LaIaS9,A9/46d_L,-30.979207,35.7444955,39.5999936,-31.57658,30.1497909,37.1732,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 4 B,,
LHpIT1,rHipp_L,-22.98457,2.95483959,-11.200003,-21.979051,-13.221376,-18.954506,Gray,Left Hippocampus,CA2 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,,CA2
LHpIT10,A21c_L,-67.754539,-0.6440251,-7.2000036,-67.178867,-17.947047,-12.79055,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus C,,
LHpIT11,Unknown,-72.951054,-1.0438989,-6.0000037,-72.442209,-18.251323,-11.341647,Unknown,Unknown,Unknown,Unknown,Unknown,Left superior middle temporal gyrus C,OOB,
LHpIT12,Unknown,-77.747836,-1.0438989,-5.2000037,-77.317329,-18.161476,-10.36727,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,
LHpIT2,rHipp_L,-28.181084,2.55496573,-10.800003,-27.097119,-13.9967,-18.46212,Gray,Left Hippocampus,CA2 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,,
LHpIT3,rHipp_L,-32.977866,2.15509188,-10.400003,-31.763017,-14.658598,-17.923589,Gray,Left Hippocampus,CA2 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,,CA1
LHpIT4,cHipp_L,-38.174381,1.75521803,-9.6000035,-36.890132,-15.11648,-16.791377,White,Left Cerebral White Matter,CA1 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,WM,
LHpIT5,Unknown,-42.971163,1.35534418,-9.2000035,-41.67342,-15.534788,-16.017481,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
LHpIT6,aSTS_L,-47.767946,0.95547032,-8.8000035,-46.48208,-15.912286,-15.116269,White,Left Cerebral White Matter,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus B,WM,
LHpIT7,aSTS_L,-52.96446,0.55559647,-8.4000036,-51.827495,-16.349416,-14.271545,White,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus B,WM,
LHpIT8,aSTS_L,-58.160975,0.15572262,-8.4000036,-57.301856,-16.943557,-14.122722,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Unknown,,
LHpIT9,aSTS_L,-62.957757,-0.2441512,-8.0000036,-62.301285,-17.503689,-13.707014,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus B,,
LmCmS1,A24rv_L,-3.7974396,17.3502983,24.7999945,-3.5188161,10.009329,24.2312949,Gray,Left MCgG middle cingulate gyrus,Area 33,L ACC,L CG,Unknown,Left cingulate gyrus I,
LmCmS10,Unknown,-10.592881,35.3446217,65.599992,-10.189031,35.3967629,68.372041,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,
LmCmS2,A24rv_L,-4.5969033,19.3496675,29.5999942,-4.4502263,12.9765506,29.5138715,Gray,Left MCgG middle cingulate gyrus,Area 33,L ACC,L CG,Left cingulate gyrus I,,
LmCmS3,A24cd_L,-5.3963671,21.3490368,33.9999939,-5.4014467,15.8143861,34.2069659,Gray,Left MCgG middle cingulate gyrus,Unknown,L MCC,L CG,Left cingulate gyrus I,,
LmCmS4,A8m_L,-6.1958308,23.3484061,38.7999936,-6.2168831,18.6826609,39.3402563,Gray,Left SMC supplementary motor cortex,Unknown,L MCC,L SFG,Left superior frontal gyrus 4 A,,
LmCmS5,A8m_L,-6.9952946,25.3477753,43.1999934,-7.0177205,21.4734105,44.0601597,Gray,Left SMC supplementary motor cortex,Unknown,L Posterior-Medial Frontal,L SFG,Left superior frontal gyrus 4 A,WM,
LmCmS6,A8m_L,-7.7947583,27.3471446,47.5999931,-7.7277094,24.2510461,48.7839098,White,Left SMC supplementary motor cortex,Unknown,L Posterior-Medial Frontal,L SFG,Left superior frontal gyrus 4 B,WM,
LmCmS7,A9l_L,-8.5942221,29.3465139,52.3999928,-8.3298969,27.0850874,53.9436768,White,Left Cerebral White Matter,Unknown,L Superior Medial Gyrus,L SFG,Left superior frontal gyrus 4 B,WM,
LmCmS8,A9l_L,-8.9939539,31.745757,56.7999926,-8.6413208,30.2666548,58.6019895,White,Left SFG superior frontal gyrus,Unknown,L Superior Medial Gyrus,L SFG,Left superior frontal gyrus 4 C,GM,
LmCmS9,Unknown,-10.19315,33.3452524,61.5999923,-9.8060087,32.6958661,64.0202672,Unknown,Unknown,Unknown,L Superior Medial Gyrus,Unknown,Unknown,OOB,
LmOlF1,A11m_L,-9.3936858,57.3376836,-8.8000035,-9.6401253,43.8096017,-23.630519,Gray,Left MOrG medial orbital gyrus,Area Fo1,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 B,,
LmOlF2,A11l_L,-12.991273,56.138062,-6.8000036,-13.133866,42.8180263,-20.790668,Gray,Left MOrG medial orbital gyrus,Area Fo1,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 A,,
LmOlF3,A11l_L,-17.788055,54.5385666,-5.2000037,-17.831491,41.2499621,-18.281491,Gray,Left MOrG medial orbital gyrus,Area Fo3,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 C,,
LmOlF4,A11l_L,-22.185106,52.9390712,-2.4000039,-22.288122,39.941096,-14.576362,White,Left MOrG medial orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 C,WM,
LmOlF5,A11l_L,-26.182425,51.3395758,-0.400004,-26.447293,38.4572408,-12.035154,Gray,Left AOrG anterior orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 D,,
LmOlF6,A11l_L,-30.579475,50.5398281,2.3999958,-31.062927,37.9017113,-8.621992,White,Left LOrG lateral orbital gyrus,Unknown,L IFG (p Orbitalis),L OrG,Left frontal orbital 3 D,WM,
LmOlF7,A12/47o_L,-34.976526,49.3402065,4.39999568,-35.573427,36.8074309,-6.1858928,White,Left Cerebral White Matter,Unknown,L IFG (p Orbitalis),L OrG,Left frontal orbital 4 D,WM,
LmOlF8,A45r_L,-38.973845,48.5404588,6.79999554,-39.579129,36.3362695,-3.5385683,White,Left Cerebral White Matter,Unknown,L IFG (p Orbitalis),L IFG,Left anterior pars triangularis B,WM,
LmOlF9,A45r_L,-43.370895,47.3408372,7.99999547,-43.863515,35.1190352,-2.2370874,White,Left Cerebral White Matter,Unknown,L IFG (p Triangularis),L IFG,Left anterior pars triangularis B,WM,
LpCpP1,A23v_L,-9.3936858,-27.035699,22.7999946,-7.4010283,-36.589716,27.986761,White,Left PCgG posterior cingulate gyrus,Unknown,L PCC,L CG,Left cingulate gyrus O,,
LpCpP2,Unknown,-13.790736,-29.035069,23.9999945,-11.563252,-38.616935,29.6913033,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
LpCpP3,A31_L,-18.187787,-31.434312,25.5999944,-15.611024,-41.023686,31.9071843,White,Left Cerebral White Matter,Unknown,Unknown,L Pcun,Unknown,WM,
LpCpP4,Unknown,-22.185106,-33.833555,26.7999943,-19.344045,-43.486259,33.430929,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
LpCpP5,Unknown,-26.582156,-35.832924,28.3999943,-23.603955,-45.463149,35.3132105,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
LpCpP6,A5l_L,-30.579475,-38.232167,29.5999942,-27.510752,-47.904312,36.8486659,Gray,Left SPL superior parietal lobule,Unknown,L Inferior Parietal Lobule,L SPL,Unknown,Left supramarginal gyrus 4 A,borderline WM
LpCpP7,A5l_L,-34.576794,-40.63141,30.7999941,-31.532277,-50.393085,38.4765567,Gray,Left SPL superior parietal lobule,Area hIP1 (IPS),L Inferior Parietal Lobule,L SPL,Left supramarginal gyrus 4 A,,
LpCpP8,A39rd_L,-38.973845,-42.63078,31.999994,-36.039666,-52.542206,39.9660098,Gray,Left AnG angular gyrus,Area hIP1 (IPS),L Inferior Parietal Lobule,L IPL,Left supramarginal gyrus 4 A,,
LpCpP9,A39rd_L,-42.971163,-45.030023,33.5999939,-40.154024,-55.016521,41.964453,White,Left AnG angular gyrus,Area hIP1 (IPS),L Angular Gyrus,L IPL,Unknown,WM,
LpIpM1,vId/vIg_L,-41.771968,0.55559647,-0.400004,-40.33625,-14.311057,-4.9811018,Gray,Left PIns posterior insula,Area Id1,L Superior Temporal Gyrus,L INS,Left superior temporal gyrus C,,
LpIpM10,A6vl_L,-33.77733,8.15319967,43.1999934,-34.113562,2.73941638,45.7879173,Gray,Left MFG middle frontal gyrus,Unknown,L Precentral Gyrus,L MFG,Unknown,Left middle frontal gyrus 7 A,
LpIpM11,A6vl_L,-32.977866,9.35282123,47.9999931,-33.234995,4.79163131,51.2591766,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Unknown,Left middle frontal gyrus 7 A,borderline WM
LpIpM12,A6vl_L,-32.178403,10.1525689,52.7999928,-32.265608,6.39854531,56.733374,White,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 7 A,WM,
LpIpM13,A6vl_L,-31.378939,11.3521905,57.5999925,-31.290081,8.41500259,62.1945345,White,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 7 A,,
LpIpM14,Unknown,-30.579475,11.7520643,61.9999923,-30.344638,9.64220347,67.472338,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,
LpIpM2,G_L,-40.572772,1.35534418,4.39999568,-39.37741,-12.397746,0.81174298,Gray,Left PIns posterior insula,Unknown,L Insula Lobe,L INS,Left posterior long insular gyrus B,,
LpIpM3,dIg_L,-39.773308,2.55496573,9.1999954,-38.957052,-10.12959,6.443424,Gray,Left PIns posterior insula,Unknown,L Insula Lobe,L INS,Left anterior long insular gyrus B,,
LpIpM4,dIg_L,-38.973845,3.35471344,13.9999951,-38.46628,-8.2472178,12.0566135,Gray,Left CO central operculum,Area OP3 [VS],L Insula Lobe,L INS,Left posterior short insular gyrus A,,
LpIpM5,dIg_L,-38.174381,4.15446115,18.7999948,-37.872204,-6.4015696,17.5424057,Gray,Left CO central operculum,Unknown,L Rolandic Operculum,L INS,Left somatosensory M,,
LpIpM6,Unknown,-36.975185,4.95420885,23.5999945,-36.768434,-4.5482381,23.1214254,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,
LpIpM7,Unknown,-36.175721,5.75395656,28.3999943,-36.091697,-2.6870977,28.6226022,White,Left Cerebral White Matter,Unknown,L Precentral Gyrus,Unknown,Unknown,WM,
LpIpM8,IFJ_L,-35.376258,6.55370426,33.5999939,-35.554127,-0.6462561,34.6121405,Gray,Left Cerebral White Matter,Unknown,L Precentral Gyrus,L MFG,Left posterior motor H,,
LpIpM9,IFJ_L,-34.576794,7.35345197,38.3999937,-34.892714,1.0890437,40.1831626,Gray,Left Cerebral White Matter,Unknown,L Precentral Gyrus,L MFG,Left middle frontal gyrus 7 B,,
LpTpT1,A20rv_L,-30.579475,-21.037592,-14.000003,-29.08538,-37.925816,-18.47344,Gray,Left FuG fusiform gyrus,Area  FG3,L Fusiform Gyrus,L FuG,Left medial occipitotemporal gyrus D,,
LpTpT10,Unknown,-73.750518,-28.235321,-4.8000038,-72.514726,-45.909083,-4.8375728,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,
LpTpT2,A20rv_L,-35.77599,-21.837339,-12.800003,-34.327041,-38.757161,-16.805515,White,Left FuG fusiform gyrus,Area  FG3,L Fusiform Gyrus,L FuG,Left medial occipitotemporal gyrus D,WM,
LpTpT3,A37lv_L,-40.572772,-22.637087,-12.000003,-39.142631,-39.642735,-15.442687,Gray,Left FuG fusiform gyrus,Area  FG3,L Inferior Temporal Gyrus,L FuG,Unknown,Left medial occipitotemporal gyrus D,
LpTpT4,A37lv_L,-45.369555,-23.436835,-10.800003,-43.887424,-40.427255,-13.391327,White,Left Cerebral White Matter,Area FG4,L Inferior Temporal Gyrus,L FuG,Left basal inferior temporal gyrus D,WM,borderline WM
LpTpT5,A20cl_L,-50.166337,-24.236582,-10.000003,-48.704787,-41.342938,-11.922593,White,Left Cerebral White Matter,Unknown,L Inferior Temporal Gyrus,L ITG,Unknown,WM,
LpTpT6,A20cl_L,-54.96312,-25.03633,-9.2000035,-53.468873,-42.307796,-10.613424,Gray,Left Cerebral White Matter,Unknown,L Middle Temporal Gyrus,L ITG,Left inferior middle temporal gyrus E,,borderline WM
LpTpT7,A20cl_L,-59.759902,-25.836078,-8.4000036,-58.231368,-43.255961,-9.3330061,White,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L ITG,Left inferior middle temporal gyrus E,WM,
LpTpT8,A21c_L,-64.556684,-26.635826,-7.6000036,-63.062459,-44.205698,-8.2026579,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left inferior middle temporal gyrus E,WM,
LpTpT9,A37dl_L,-69.753199,-27.435573,-6.8000036,-68.357228,-45.185994,-7.2119127,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left inferior middle temporal gyrus E,,
uLcPpP,A23d_L,-6.9952946,-25.836078,21.5999947,-5.0407011,-35.483679,26.399148,Gray,Left PCgG posterior cingulate gyrus,Unknown,L PCC,L CG,Left cingulate gyrus O,,
uLmOlF,A11m_L,-6.5955627,58.1374313,-10.400003,-6.8832699,44.4082689,-25.791952,Gray,Left GRe gyrus rectus,Area Fo1,L Rectal Gyrus,L OrG,Left frontal orbital 3 A,,
