label,BN246label,x,y,z,mni_x,mni_y,mni_z,gm,NMM,Anat,AnatMacro,BN246,YBA_1,ManualExamination,final_loc
RaImM5,A44op_R,33.81348,22.98722,16.12279,39.63469,15.05237,14.33505,White,Right Cerebral White Matter,Unknown,R IFG (p Opercularis),R IFG,Unknown,WM,WM
RaImM6,Unknown,33.41385,24.58633,20.91482,39.1741,17.07512,19.8448,Gray,Right OpIFG opercular part of the inferior frontal gyrus,Unknown,Unknown,Unknown,Right pars opercularis A,,Right pars opercularis A
RaImM7,A44d_R,33.41385,26.18545,25.70686,38.96054,18.88986,25.21862,Gray,Right MFG middle frontal gyrus,Unknown,R IFG (p Triangularis),R IFG,Right pars opercularis A,,Right pars opercularis A
RaImM8,IFJ_R,33.01421,27.38478,30.89823,38.19443,20.13799,31.00958,Gray,Right MFG middle frontal gyrus,Unknown,R IFG (p Opercularis),R MFG,Unknown,Right pars opercularis A,Right pars opercularis A
RaImM9,A8vl_R,33.01421,29.78345,35.29093,37.73255,22.88912,35.90283,White,Right MFG middle frontal gyrus,Unknown,R Middle Frontal Gyrus,R MFG,Right middle frontal gyrus 5 B,WM,WM
RCmfO1,lPFtha_R,5.439402,-10.5941,6.139381,6.678365,-23.8167,3.392685,Gray,Right Thalamus Proper,Thal: Prefrontal,R Thalamus,R Tha,Unknown,Right thalamus,Right thalamus
RCmfO10,A1/2/3tonIa_R,47.00144,-2.19878,21.7135,53.55247,-13.2793,19.76214,Gray,Right CO central operculum,Unknown,R Rolandic Operculum,R PoG,Right somatosensory M,,Right somatosensory M
RCmfO11,A1/2/3tonIa_R,51.39742,-0.59967,23.31084,58.40183,-11.3078,21.78176,Gray,Right Cerebral White Matter,Area 3b,R Postcentral Gyrus,R PoG,Unknown,Right posterior motor,Right posterior motor
RCmfO12,A1/2/3tonIa_R,55.79341,-0.59967,24.90819,63.11405,-11.093,23.79823,Gray,Right PoG postcentral gyrus,Area PFop (IPL),R Postcentral Gyrus,R PoG,Unknown,Right posterior motor,Right posterior motor
RCmfO13,A1/2/3tonIa_R,60.58903,-0.19989,26.50553,68.44251,-10.4313,25.89955,Gray,Right PoG postcentral gyrus,Unknown,R Postcentral Gyrus,R PoG,Right somatosensory L,Right posterior motor,Right posterior motor
RCmfO14,Unknown,64.98501,0.599668,28.50221,73.60056,-9.33922,28.47278,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
RCmfO2,lPFtha_R,10.23502,-9.39478,7.736726,11.97378,-22.2938,5.183118,Gray,Right Thalamus Proper,Thal: Prefrontal,R Thalamus,R Tha,Unknown,Right thalamus,Right thalamus
RCmfO3,Stha_R,14.63101,-8.59522,9.733407,16.9201,-21.177,7.3749,White,Right Thalamus Proper,Thal: Parietal,R Thalamus,R Tha,Unknown,Right thalamus,Right thalamus
RCmfO4,Stha_R,19.02699,-7.79567,11.33075,21.83055,-20.2083,9.115737,White,Right Thalamus Proper,Thal: Somatosensory,R Thalamus,R Tha,Unknown,Right thalamus,Right thalamus
RCmfO5,Unknown,23.82261,-6.99611,12.9281,27.14379,-19.2609,10.74914,White,Right Cerebral White Matter,Thal: Parietal,Unknown,Unknown,Unknown,WM,WM
RCmfO6,G_R,28.61823,-5.79678,14.92478,32.48477,-17.7523,12.69782,White,Right PIns posterior insula,Area OP2 [PIVC],R Insula Lobe,R INS,Unknown,WM,WM
RCmfO7,G_R,33.01421,-4.99722,16.52212,37.5431,-16.7442,14.1516,Gray,Right PIns posterior insula,Area Ig2,R Insula Lobe,R INS,Right anterior long insular gyrus A,,Right anterior long insular gyrus A
RCmfO8,A1/2/3tonIa_R,37.80983,-3.79789,18.51881,43.09869,-15.2657,16.14304,Gray,Right CO central operculum,Area OP3 [VS],R Rolandic Operculum,R PoG,Right somatosensory M,,Right somatosensory M
RCmfO9,A1/2/3tonIa_R,42.20582,-2.99833,20.11615,48.14496,-14.2587,17.88832,Gray,Right CO central operculum,Area OP3 [VS],R Rolandic Operculum,R PoG,Right somatosensory M,,Right somatosensory M
RHplT1,rHipp_R,15.03064,4.197668,-17.0221,18.43072,-8.46692,-22.864,Gray,Right Hippocampus,Subiculum,R ParaHippocampal Gyrus,R Hipp,Right hippocampus pes,,Right hippocampus pes
RHplT2,rHipp_R,20.62553,3.398112,-15.4248,24.7395,-9.07577,-20.9333,Gray,Right Hippocampus,CA1 (Hippocampus),R Hippocampus,R Hipp,Right hippocampus pes,,Right hippocampus pes
RHplT3,rHipp_R,25.02151,2.198779,-15.0254,29.77893,-10.2924,-20.4655,Gray,Right Hippocampus,CA1 (Hippocampus),R Hippocampus,R Hipp,Right hippocampus pes,,Right hippocampus pes
RHplT4,cHipp_R,29.81713,1.399223,-13.8274,35.29577,-11.1579,-19.2892,White,Right Hippocampus,CA1 (Hippocampus),R Hippocampus,R Hipp,Right hippocampus pes,WM,WM
RHplT5,cHipp_R,34.61275,0.599668,-13.0288,40.84793,-12.0681,-18.6535,White,Right Cerebral White Matter,Unknown,R Hippocampus,R Hipp,Unknown,WM,WM
RHplT6,Unknown,39.40837,0.19989,-12.2301,46.42021,-12.6474,-18.1579,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Right superior middle temporal gyrus B,WM,WM
RHplT7,aSTS_R,44.20399,-0.59967,-11.0321,52.09374,-13.7012,-17.2213,White,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus B,WM,WM
RHplT8,aSTS_R,49.39925,-1.39922,-9.83407,58.14198,-14.6001,-15.9991,White,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Unknown,WM,WM
RmCmS1,A24rv_R,3.840862,6.596334,26.90487,4.415686,-3.17046,27.66207,Gray,Right Cerebral White Matter,Area 33,Unknown,R CG,Unknown,WM,WM
RmCmS10,Unknown,15.03064,26.58522,65.24115,15.91614,21.69869,71.76883,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
RmCmS2,A24rv_R,5.039767,8.995001,31.29757,5.572416,-0.32112,32.85783,Gray,Right MCgG middle cingulate gyrus,Area 33,R MCC,R CG,Right cingulate gyrus K,,Right cingulate gyrus K
RmCmS3,A24cd_R,6.238672,10.99389,35.29093,6.8231,2.090518,37.52113,Gray,Right MCgG middle cingulate gyrus,Unknown,R MCC,R CG,Right cingulate gyrus K,,Right cingulate gyrus K
RmCmS4,A24cd_R,7.437576,13.39256,39.68363,8.225895,4.958287,42.50718,Gray,Right MCgG middle cingulate gyrus,Unknown,R MCC,R CG,Right superior frontal gyrus 5 A,,Right superior frontal gyrus 5 A
RmCmS5,A8m_R,8.636481,15.79122,44.07633,9.658542,7.846518,47.47225,Gray,Right SMC supplementary motor cortex,Unknown,R Posterior-Medial Frontal,R SFG,Right superior frontal gyrus 5 A,,Right superior frontal gyrus 5 A
RmCmS6,A8m_R,9.835386,17.79011,48.46903,10.94791,10.29551,52.40235,Gray,Right SMC supplementary motor cortex,Unknown,R Posterior-Medial Frontal,R SFG,Right superior frontal gyrus 5 A,,Right superior frontal gyrus 5 A
RmCmS7,A8m_R,11.03429,20.18878,52.46239,12.06588,13.17589,56.82151,White,Right Cerebral White Matter,Unknown,R Posterior-Medial Frontal,R SFG,Right superior frontal gyrus 5 C,WM,WM
RmCmS8,A6dl_R,12.63283,22.58745,56.85509,13.58426,16.17908,61.75092,White,Right SFG superior frontal gyrus,Unknown,R Posterior-Medial Frontal,R SFG,Right superior frontal gyrus 5 C,WM,WM
RmCmS9,A8m_R,13.83174,24.58633,60.84845,14.73687,18.86408,66.42923,Gray,Right SFG superior frontal gyrus,Unknown,R Posterior-Medial Frontal,R SFG,Right superior frontal gyrus 5 D,,Right superior frontal gyrus 5 D
RmOlF1,A13_R,4.240497,45.77456,-19.4181,6.737536,38.8139,-26.4146,Gray,Right GRe gyrus rectus,Area Fo1,R Rectal Gyrus,R OrG,Right frontal orbital 4 A,,Right frontal orbital 4 A
RmOlF2,A13_R,8.236846,44.975,-16.2235,11.12809,38.18715,-22.39,Gray,Right MOrG medial orbital gyrus,Area Fo1,R Rectal Gyrus,R OrG,Right frontal orbital 4 A,,Right frontal orbital 4 A
RmOlF3,A11l_R,12.63283,44.17544,-13.4281,16.0582,37.36728,-19.0578,White,Right MOrG medial orbital gyrus,Area Fo1,R Superior Orbital Gyrus,R OrG,Unknown,WM,WM
RmOlF4,A11l_R,16.62918,44.17544,-11.0321,20.55034,37.31462,-16.3343,White,Right MOrG medial orbital gyrus,Area Fo3,R Superior Orbital Gyrus,R OrG,Right frontal orbital 4 C,WM,WM
RmOlF5,A11l_R,20.62553,42.97611,-8.23673,25.27496,35.87491,-13.3462,Gray,Right MOrG medial orbital gyrus,Area Fo3,R Superior Orbital Gyrus,R OrG,Right frontal orbital 4 D,,Right frontal orbital 4 D
RmOlF6,A11l_R,24.62188,42.97611,-5.84071,30.01125,35.87712,-11.0296,Gray,Right POrG posterior orbital gyrus,Area Fo3,R IFG (p Orbitalis),R OrG,Right frontal orbital 4 D,,Right frontal orbital 4 D
RmOlF7,A12/47o_R,28.61823,42.17656,-2.64602,34.69954,35.19343,-7.79183,White,Right LOrG lateral orbital gyrus,Unknown,R IFG (p Orbitalis),R OrG,Right frontal orbital 4 D,,Right frontal orbital 4 D
RmOlF8,A44op_R,33.01421,42.17656,0.149337,39.7933,35.48145,-4.71339,Gray,Right Cerebral White Matter,Unknown,R IFG (p Orbitalis),R IFG,Right frontal orbital 4 D,WM,WM
RmOlF9,A45r_R,36.61093,42.17656,2.944691,43.82267,35.60329,-1.48859,Gray,Right Cerebral White Matter,Unknown,R IFG (p Triangularis),R IFG,Right anterior pars triangularis B,,Right anterior pars triangularis B
RmTpT1,cHipp_R,23.02334,-20.9883,2.146018,26.28236,-35.9037,-1.62363,Gray,Right Hippocampus,DG (Hippocampus),R Hippocampus,R Hipp,Right hippocampus tail,,Right hippocampus tail
RmTpT2,cHipp_R,27.41932,-22.5874,0.149337,31.33908,-37.962,-3.83269,Gray,Right Hippocampus,CA2 (Hippocampus),R Hippocampus,R Hipp,Right hippocampus tail,,Right hippocampus tail
RmTpT3,cHipp_R,31.81531,-23.7868,-1.44801,36.49501,-39.4661,-5.50691,White,Right Cerebral White Matter,Unknown,R ParaHippocampal Gyrus,R Hipp,Unknown,WM,WM
RmTpT4,Unknown,36.21129,-24.9861,-3.04535,41.6526,-40.9331,-7.22268,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RmTpT5,A37elv_R,41.00691,-26.5852,-4.6427,47.3423,-42.9232,-8.95525,White,Right Cerebral White Matter,Unknown,Unknown,R ITG,Unknown,WM,WM
RmTpT6,A20cl_R,45.4029,-27.7846,-6.24004,52.58878,-44.5336,-10.8701,Gray,Right ITG inferior temporal gyrus,Unknown,R Inferior Temporal Gyrus,R ITG,Right inferior middle temporal gyrus E,,Right inferior middle temporal gyrus E
RmTpT7,A20cl_R,50.19852,-29.3837,-7.83739,58.24336,-46.5679,-12.8072,Gray,Right ITG inferior temporal gyrus,Unknown,R Inferior Temporal Gyrus,R ITG,Right lateral inferior temporal gyrus E,,Right lateral inferior temporal gyrus E
RmTpT8,A20cl_R,55.39377,-30.583,-9.83407,64.28635,-48.0781,-15.1488,Gray,Right ITG inferior temporal gyrus,Unknown,R Inferior Temporal Gyrus,R ITG,Right lateral inferior temporal gyrus E,,Right lateral inferior temporal gyrus E
RpCiP1,A23d_R,3.441227,-28.5841,24.50885,3.45893,-43.3873,23.55421,Gray,Right PCgG posterior cingulate gyrus,Unknown,R PCC,R CG,Right cingulate gyrus O,,Right cingulate gyrus O
RpCiP10,A39rd_R,41.00691,-44.975,42.87832,43.75251,-61.4104,44.32288,White,Right AnG angular gyrus,Area PGa (IPL),R Angular Gyrus,R IPL,Right supramarginal gyrus 5 C,WM,WM
RpCiP11,A39rd_R,45.4029,-47.3737,44.47566,48.58824,-63.9554,46.18563,Gray,Right AnG angular gyrus,Area PGa (IPL),R Angular Gyrus,R IPL,Right supramarginal gyrus 5 C,,Right supramarginal gyrus 5 C
RpCiP12,Unknown,49.79888,-47.3737,47.27102,53.5092,-63.7585,49.5439,Unknown,Unknown,Area PGa (IPL),R Angular Gyrus,Unknown,Right supramarginal gyrus 4 B,OOB,OOB
RpCiP2,A23v_R,7.437576,-30.1832,26.50553,7.713055,-45.2452,25.85473,Gray,Right Cerebral White Matter,Unknown,R PCC,R CG,Unknown,Right cingulate gyrus O,Right cingulate gyrus O
RpCiP3,A31_R,11.43393,-32.1821,28.50221,12.05026,-47.4962,28.09872,White,Right PCgG posterior cingulate gyrus,Unknown,R PCC,R Pcun,Right cingulate gyrus P,WM,WM
RpCiP4,A31_R,15.82991,-33.7812,30.49889,16.79842,-49.3523,30.36087,White,Right Cerebral White Matter,Unknown,Unknown,R Pcun,Unknown,WM,WM
RpCiP5,Unknown,19.82626,-35.3803,32.49558,21.09866,-51.2009,32.59241,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RpCiP6,Unknown,24.22224,-37.3792,34.49226,25.76186,-53.4948,34.84807,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RpCiP7,Unknown,28.61823,-39.3781,36.48894,30.41712,-55.7166,37.10125,White,Right Cerebral White Matter,Area hIP3 (IPS),R Angular Gyrus,Unknown,Right superior parietal 3 F,WM,WM
RpCiP8,A39rd_R,32.61458,-40.9772,38.48562,34.70487,-57.3846,39.36843,White,Right Cerebral White Matter,Unknown,R Angular Gyrus,R IPL,Right supramarginal gyrus 4 A,WM,WM
RpCiP9,A39rd_R,37.01056,-42.9761,40.4823,39.4434,-59.4205,41.61339,Gray,Right AnG angular gyrus,Unknown,R Angular Gyrus,R IPL,Right supramarginal gyrus 5 B,,Right supramarginal gyrus 5 B
uLmOlF,A11l_L,-14.1427,46.17433,-15.8241,-14.1334,39.07736,-22.8759,White,Left MOrG medial orbital gyrus,Area Fo1,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 B,WM,WM
uRHplT,rHipp_R,10.63466,4.597446,-17.8208,13.54758,-8.16845,-23.8994,Gray,Right PHG parahippocampal gyrus,Subiculum,Unknown,R Hipp,Right parahippocampal gyrus C,,Right parahippocampal gyrus C
uRmOlF,A11m_R,1.443052,46.17433,-21.4148,3.628453,39.04309,-28.8614,Gray,Right GRe gyrus rectus,Area Fo1,Unknown,R OrG,Right frontal orbital 4 A,,Right frontal orbital 4 A
