label,BN246label,x,y,z,mni_x,mni_y,mni_z,gm,NMM,Anat,AnatMacro,BN246,YBA_1,ManualExamination,final_loc
LaImM3,dId_L,-32.124508,22.7641544,4.19545978,-33.93293,10.5392857,-1.5113058,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left middle short insular gyrus B,,Left middle short insular gyrus B
LaImM4,dIa_L,-30.526056,23.1635256,8.59070802,-32.229032,11.3748915,3.46235553,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left middle short insular gyrus A,,Left middle short insular gyrus A
LaImM5,dIa_L,-28.927604,23.9622679,13.3855243,-30.467386,12.664157,8.78087386,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left middle short insular gyrus A,,Left middle short insular gyrus A
LaImM6,dIa_L,-27.329152,24.361639,18.1803405,-28.724336,13.5710462,14.0922555,White,Left Cerebral White Matter,Unknown,L Insula Lobe,L INS,Unknown,WM,WM
LaImM7,Unknown,-25.7307,24.7610102,23.3747248,-26.987762,14.5486549,19.8034397,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LaImM8,Unknown,-24.132248,25.5597525,28.1695411,-25.249837,15.9163449,25.004172,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LaImM9,Unknown,-22.533796,25.9591236,32.9643573,-23.388747,16.8857301,30.2408189,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LHpIT1,rHipp_L,-17.338826,-2.3962278,-14.983805,-18.215914,-15.786608,-20.460067,Gray,Left Hippocampus,CA2 (Hippocampus),L ParaHippocampal Gyrus,L Hipp,Left hippocampus pes,CA1,Left hippocampus pes
LHpIT10,A20cl_L,-60.497033,-14.776733,-14.184669,-64.202364,-30.58656,-19.489183,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left inferior middle temporal gyrus C,,Left inferior middle temporal gyrus C
LHpIT2,rHipp_L,-21.73457,-3.5943413,-14.983805,-22.975423,-17.016893,-19.989551,Gray,Left Hippocampus,CA3 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,CA1,Left hippocampus pes
LHpIT3,cHipp_L,-26.929539,-4.7924547,-14.584237,-28.642236,-18.342736,-19.201798,Gray,Left Hippocampus,DG (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,CA2,Left hippocampus pes
LHpIT4,cHipp_L,-31.724895,-6.3899393,-14.584237,-33.864209,-20.156091,-18.959747,Gray,Left Hippocampus,CA1 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus body,CA3,Left hippocampus body
LHpIT5,A20rv_L,-36.520251,-7.9874239,-14.584237,-38.994585,-21.990344,-18.783157,White,Left FuG fusiform gyrus,CA1 (Hippocampus),L Inferior Temporal Gyrus,L FuG,Unknown,WM,WM
LHpIT6,A20iv_L,-41.315608,-9.1855373,-14.184669,-44.063853,-23.435056,-18.398472,White,Left Cerebral White Matter,Unknown,L Inferior Temporal Gyrus,L ITG,Left basal inferior temporal gyrus B,WM,WM
LHpIT7,A20il_L,-46.110964,-10.783022,-14.184669,-49.103567,-25.38363,-18.649401,White,Left Cerebral White Matter,Unknown,L Inferior Temporal Gyrus,L ITG,Unknown,WM,WM
LHpIT8,A20il_L,-50.90632,-12.380507,-14.184669,-54.185715,-27.405731,-19.034912,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left inferior middle temporal gyrus C,,Left inferior middle temporal gyrus C
LHpIT9,A20cl_L,-55.701676,-13.57862,-14.184669,-59.213195,-28.999248,-19.328987,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left inferior middle temporal gyrus C,,Left inferior middle temporal gyrus C
LmCmS1,A24rv_L,-5.3504356,29.1540928,26.171701,-5.7008317,19.9144698,21.5302992,Gray,Left MCgG middle cingulate gyrus,Area 33,L ACC,L CG,Left cingulate gyrus H,,Left cingulate gyrus H
LmCmS10,Unknown,-32.923734,30.3522062,58.5367107,-33.396648,24.7616842,59.2776461,Unknown,Unknown,Unknown,L Middle Frontal Gyrus,Unknown,Left middle frontal gyrus 6 A,OOB,OOB
LmCmS2,A32p_L,-8.5473398,29.1540928,30.1673812,-9.0300604,20.2210034,26.0488274,White,Left MCgG middle cingulate gyrus,Unknown,L ACC,L CG,Unknown,WM,WM
LmCmS3,A9m_L,-11.744244,29.1540928,34.1630614,-12.2152,20.6291745,30.737942,White,Left MCgG middle cingulate gyrus,Unknown,L MCC,L SFG,Left cingulate gyrus I,WM,WM
LmCmS4,Unknown,-14.541535,29.5534639,37.7591736,-14.864997,21.4284447,34.9410244,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LmCmS5,A8dl_L,-18.537665,28.7547216,41.7548538,-18.683563,20.9397254,39.7132051,White,Left Cerebral White Matter,Unknown,L Superior Frontal Gyrus,L SFG,Unknown,WM,WM
LmCmS6,A8dl_L,-21.334957,29.9528351,44.951398,-21.438558,22.5124886,43.3238734,Gray,Left SFG superior frontal gyrus,Unknown,L Middle Frontal Gyrus,L SFG,Left superior frontal gyrus 4 D,,Left superior frontal gyrus 4 D
LmCmS7,A8vl_L,-24.132248,30.3522062,48.5475101,-24.287814,23.3730348,47.5266208,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left superior frontal gyrus 4 D,,Left superior frontal gyrus 4 D
LmCmS8,A8vl_L,-27.728765,30.3522062,52.5431904,-28.000475,23.9026252,52.2363721,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 6 A,,Left middle frontal gyrus 6 A
LmCmS9,A8vl_L,-30.925669,30.3522062,55.7397345,-31.300892,24.3537548,56.0151763,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 6 A,,Left middle frontal gyrus 6 A
LmOlF1,A11m_L,-7.7481138,53.9151039,-14.184669,-8.6521281,41.0071111,-26.259359,Gray,Left MOrG medial orbital gyrus,Area Fo1,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 B,,Left frontal orbital 3 B
LmOlF2,A11l_L,-12.143857,53.9151039,-11.387693,-13.346777,41.3867338,-23.277309,Gray,Left MOrG medial orbital gyrus,Area Fo1,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 B,,Left frontal orbital 3 B
LmOlF3,A11l_L,-16.5396,53.9151039,-8.9902849,-18.014172,41.6795176,-20.829492,Gray,Left MOrG medial orbital gyrus,Area Fo3,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 C,,Left frontal orbital 3 C
LmOlF4,A11l_L,-19.736504,53.9151039,-5.7937407,-21.337455,42.0587038,-17.284639,Gray,Left MOrG medial orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 C,,Left frontal orbital 3 C
LmOlF5,A11l_L,-23.732635,53.9151039,-2.9967646,-25.43764,42.3081284,-14.036916,Gray,Left AOrG anterior orbital gyrus,Area Fo3,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 D,,Left frontal orbital 3 D
LmOlF6,A11l_L,-27.728765,53.1163616,-0.9989245,-29.554722,41.664261,-11.505659,Gray,Left AOrG anterior orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 D,,Left frontal orbital 3 D
LmOlF7,A12/47o_L,-31.724895,53.1163616,1.79805166,-33.738838,42.0041512,-8.2511506,White,Left Cerebral White Matter,Unknown,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 D,WM,WM
LmOlF8,Unknown,-35.721025,53.1163616,4.5950278,-37.899201,42.3151599,-5.1860372,Gray,Left Cerebral White Matter,Unknown,L IFG (p Orbitalis),Unknown,Unknown,Left anterior pars triangularis A,Left anterior pars triangularis A
LmOlF9,A45r_L,-40.516382,52.7169905,6.59286791,-42.74963,42.1055773,-2.9193022,Gray,Left TrIFG triangular part of the inferior frontal gyrus,Unknown,L IFG (p Orbitalis),L IFG,Left anterior pars triangularis A,,Left anterior pars triangularis A
LpTpT1,TH_L,-17.338826,-27.157239,-9.789421,-17.335828,-41.081399,-13.782871,Gray,Left LiG lingual gyrus,Lobule V (Hem),L Fusiform Gyrus,L PhG,Left parahippocampal gyrus F,,Left parahippocampal gyrus F
LpTpT10,A37vl_L,-60.896646,-38.339631,-2.9967646,-63.242512,-54.199362,-6.2042623,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L ITG,Left inferior middle temporal gyrus F,,Left inferior middle temporal gyrus F
LpTpT2,TH_L,-21.73457,-28.355352,-8.5907169,-22.087877,-42.627713,-12.422917,Gray,Left LiG lingual gyrus,Area  FG3,L Fusiform Gyrus,L PhG,Left parahippocampal gyrus F,,Left parahippocampal gyrus F
LpTpT3,A20rv_L,-26.529926,-29.952837,-7.7915809,-27.291071,-44.623276,-11.575162,Gray,Left FuG fusiform gyrus,Area  FG3,L Fusiform Gyrus,L FuG,Left medial occipitotemporal gyrus E,,Left medial occipitotemporal gyrus E
LpTpT4,A20rv_L,-31.325282,-31.15095,-6.9924448,-32.459951,-46.132362,-10.684099,White,Left FuG fusiform gyrus,Area  FG3,L Fusiform Gyrus,L FuG,Left medial occipitotemporal gyrus E,,Left medial occipitotemporal gyrus E
LpTpT5,Unknown,-36.120638,-32.349064,-5.7937407,-37.45884,-47.47607,-9.2588395,Gray,Left Cerebral White Matter,Area  FG3,L Fusiform Gyrus,Unknown,Unknown,Left lateral occipitotemporal gyrus B,Left lateral occipitotemporal gyrus B
LpTpT6,A37lv_L,-40.915995,-33.547177,-4.9946047,-42.452407,-48.801891,-8.3299446,White,Left Cerebral White Matter,Area FG4,L Inferior Temporal Gyrus,L FuG,Left basal inferior temporal gyrus E,,Left basal inferior temporal gyrus E
LpTpT7,A37elv_L,-45.711351,-34.745291,-4.1954687,-47.429872,-50.103066,-7.4953751,White,Left Cerebral White Matter,Unknown,L Inferior Temporal Gyrus,L ITG,Unknown,WM,WM
LpTpT8,A37vl_L,-50.506707,-35.943404,-3.3963326,-52.405267,-51.435974,-6.6998621,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Unknown,Left lateral inferior temporal gyrus F,Left lateral inferior temporal gyrus F
LpTpT9,A37vl_L,-55.302063,-37.141518,-2.9967646,-57.375896,-52.784022,-6.2877141,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left inferior middle temporal gyrus E,,Left inferior middle temporal gyrus E
RaCaS1,A14m_R,2.64182484,39.9371138,-2.9967646,2.95515753,28.6249705,-11.636813,Gray,Right ACgG anterior cingulate gyrus,Area s24,R Mid Orbital Gyrus,R OrG,Right cingulate gyrus C,,Right cingulate gyrus C
RaCaS10,A46_R,21.8232499,62.7012691,30.9665172,21.3295231,56.3378428,22.4279207,Gray,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R MFG,Right middle frontal gyrus 1 A,,Right middle frontal gyrus 1 A
RaCaS11,A46_R,24.2209281,65.097496,34.9621974,23.7212243,59.363149,26.6706423,Unknown,Right SFG superior frontal gyrus,Unknown,R Middle Frontal Gyrus,R MFG,Right middle frontal gyrus 2 A,OOB,OOB
RaCaS12,Unknown,26.2189932,67.0943518,38.5583096,25.7493771,61.9543064,30.5185452,Unknown,Unknown,Unknown,R Middle Frontal Gyrus,Unknown,Unknown,OOB,OOB
RaCaS2,A24rv_R,5.03950298,42.3333406,0.99891561,5.4438555,31.5930195,-7.6843634,Gray,Right ACgG anterior cingulate gyrus,Area s24,R ACC,R CG,Right cingulate gyrus D,,Right cingulate gyrus D
RaCaS3,A32sg_R,7.03756809,45.1289387,4.5950278,7.45875897,34.8980563,-4.2616051,Gray,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right cingulate gyrus D,,Right cingulate gyrus D
RaCaS4,A32sg_R,9.43524623,47.9245367,8.19114,9.86066069,38.2775171,-0.8656857,Gray,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right cingulate gyrus E,,Right cingulate gyrus E
RaCaS5,A32sg_R,11.4333113,50.3207636,12.1868202,11.8667133,41.2130753,3.08419136,Gray,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right cingulate gyrus E,,Right cingulate gyrus E
RaCaS6,A32sg_R,13.4313765,52.7169905,15.7829324,13.7761478,44.1358938,6.65975745,White,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right frontal pole 3 A,WM,WM
RaCaS7,A10m_R,15.4294416,55.5125885,19.7786126,15.4723727,47.5327955,10.6934886,White,Right MSFG superior frontal gyrus medial segment,Unknown,R ACC,R SFG,Right frontal pole 4 A,WM,WM
RaCaS8,Unknown,17.8271197,57.9088154,23.3747248,17.5511278,50.4415273,14.4100947,White,Right Cerebral White Matter,Unknown,R Superior Frontal Gyrus,Unknown,Unknown,WM,WM
RaCaS9,A46_R,19.8251848,60.3050423,27.370405,19.4239654,53.4220767,18.6443338,Gray,Right Cerebral White Matter,Unknown,R Superior Frontal Gyrus,R MFG,Right middle frontal gyrus 1 A,,Right middle frontal gyrus 1 A
RAgIT1,rHipp_R,20.6244109,9.98427773,-19.778621,22.4420986,-2.5392617,-27.756875,Gray,Right Amygdala,Amygdala (LB),R ParaHippocampal Gyrus,R Hipp,Right amygdala inferior,,Right amygdala inferior
RAgIT10,Unknown,64.5818434,3.19496822,-14.584237,69.6520172,-7.5045518,-23.846749,Unknown,Unknown,Unknown,R Middle Temporal Gyrus,Unknown,Unknown,OOB,OOB
RAgIT2,rHipp_R,25.4197671,8.78616428,-19.379053,27.7267023,-3.2893543,-27.088963,Gray,Right Amygdala,Amygdala (LB),R Hippocampus,R Hipp,Right amygdala inferior,,Right amygdala inferior
RAgIT3,lAmyg_R,30.2151234,7.98742199,-18.979485,33.0344837,-3.6258114,-26.588091,White,Right Amygdala,Amygdala (LB),R Amygdala,R Amyg,Right amygdala inferior,,Right amygdala inferior
RAgIT4,Unknown,35.0104797,7.1886797,-18.180349,38.2677237,-4.0437451,-25.672882,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RAgIT5,Unknown,39.805836,5.99056625,-17.780781,43.4971462,-4.9998174,-25.309892,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RAgIT6,A21r_R,45.0008053,5.19182396,-17.381213,49.0496683,-5.7554987,-25.302959,White,Right Cerebral White Matter,Unknown,R Middle Temporal Gyrus,R MTG,Unknown,WM,WM
RAgIT7,A21r_R,49.7961615,4.79245281,-16.981645,54.1240502,-6.1614359,-25.352657,White,Right Cerebral White Matter,Unknown,R Middle Temporal Gyrus,R MTG,Right inferior middle temporal gyrus A,,Right inferior middle temporal gyrus A
RAgIT8,A21r_R,54.5915178,3.59433937,-16.582077,59.3326242,-7.3359142,-25.265253,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Unknown,Right inferior middle temporal gyrus A,Right inferior middle temporal gyrus A
RAgIT9,A21c_R,59.7864871,3.19496822,-15.782941,64.8095793,-7.6666098,-24.849917,Unknown,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right inferior middle temporal gyrus A,OOB,OOB
RaImM1,vIa_R,35.4100927,27.9559793,-0.9989245,37.0352952,18.2411229,-8.3635906,Gray,Right AIns anterior insula,Unknown,R Insula Lobe,R INS,Right anterior short insular gyrus B,,Right anterior short insular gyrus B
RaImM10,Unknown,19.8251848,24.361639,40.9557177,20.1368059,17.9185176,39.563701,White,Right Cerebral White Matter,Unknown,R Superior Frontal Gyrus,Unknown,Unknown,WM,WM
RaImM11,Unknown,17.8271197,23.9622679,45.350966,17.9060809,18.0152011,44.6250326,White,Right Cerebral White Matter,Unknown,R Superior Frontal Gyrus,Unknown,Right superior frontal gyrus 4 D,WM,WM
RaImM12,Unknown,16.2286676,23.5628967,50.1457822,16.2002642,18.2568112,50.2227614,White,Right Cerebral White Matter,Unknown,R Superior Frontal Gyrus,Unknown,Unknown,WM,WM
RaImM13,A8dl_R,14.2306025,23.1635256,54.9405985,14.2142835,18.512993,55.8177417,Gray,Right SFG superior frontal gyrus,Unknown,R Posterior-Medial Frontal,R SFG,Unknown,Right superior frontal gyrus 5 C,Right superior frontal gyrus 5 C
RaImM14,A8m_R,12.6321504,22.7641544,59.3358467,12.6361477,18.6582099,60.8925104,White,Right SFG superior frontal gyrus,Unknown,R Posterior-Medial Frontal,R SFG,Right superior frontal gyrus 5 C,WM,WM
RaImM15,A8m_R,11.0336983,22.7641544,63.731095,11.0318021,19.2030854,65.9625273,Gray,Right SFG superior frontal gyrus,Unknown,R Posterior-Medial Frontal,R SFG,Right superior frontal gyrus 5 C,,Right superior frontal gyrus 5 C
RaImM16,Unknown,9.83485925,22.7641544,68.5259112,9.8888958,19.9629699,71.6449363,Unknown,Unknown,Unknown,R Posterior-Medial Frontal,Unknown,Unknown,OOB,OOB
RaImM2,dIa_R,34.2112536,27.9559793,3.39632374,35.8887503,18.6596686,-3.1524539,Gray,Right AIns anterior insula,Unknown,R Insula Lobe,R INS,Right anterior short insular gyrus B,,Right anterior short insular gyrus B
RaImM3,dIa_R,31.8135755,26.7578659,8.19114,33.5704711,17.8302267,2.53879869,Gray,Right AIns anterior insula,Unknown,R Insula Lobe,R INS,Right anterior short insular gyrus A,,Right anterior short insular gyrus A
RaImM4,dIa_R,30.2151234,26.3584948,13.3855243,31.8962997,17.8790957,8.48014241,Gray,Right AIns anterior insula,Unknown,R Insula Lobe,R INS,Right anterior short insular gyrus A,,Right anterior short insular gyrus A
RaImM5,A44op_R,28.2170583,26.3584948,18.1803405,29.6837671,18.1438858,13.804133,White,Right Cerebral White Matter,Unknown,Unknown,R IFG,Right pars opercularis C,,Right pars opercularis C
RaImM6,Unknown,27.0182192,25.5597525,22.5755888,28.3746706,17.6010689,18.8056791,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RaImM7,Unknown,25.0201541,25.1603813,27.370405,26.2777663,17.5029077,24.2170245,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RaImM8,Unknown,23.421702,24.7610102,32.1652213,24.4194713,17.4756645,29.6224245,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RaImM9,Unknown,21.8232499,24.361639,36.9600375,22.4390474,17.5204036,35.0542787,White,Right Cerebral White Matter,Unknown,R Superior Frontal Gyrus,Unknown,Unknown,WM,WM
RHpIT1,rHipp_R,21.0240239,-1.5974855,-15.782941,23.7947327,-13.504304,-21.73166,Gray,Right Hippocampus,CA3 (Hippocampus),R Hippocampus,R Hipp,Right hippocampus pes,sebiculum,Right hippocampus pes
RHpIT10,aSTS_R,56.9891959,-25.559754,-0.5993565,62.3405785,-35.665034,-5.4750599,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus D,,Right superior middle temporal gyrus D
RHpIT11,A21c_R,60.9853262,-29.154095,0.59934759,66.2071621,-39.0708,-4.361667,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus E,,Right superior middle temporal gyrus E
RHpIT12,A21c_R,64.9814564,-31.550322,2.19761968,70.0848687,-41.153433,-2.7180996,Unknown,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus E,OOB,OOB
RHpIT2,rHipp_R,25.0201541,-4.3930836,-14.184669,28.3453159,-15.934216,-19.515406,Gray,Right Hippocampus,CA3 (Hippocampus),R Hippocampus,R Hipp,Right hippocampus pes,CA1,Right hippocampus pes
RHpIT3,cHipp_R,29.0162843,-6.7893105,-12.586397,32.824778,-18.047914,-17.479193,Gray,Right Hippocampus,DG (Hippocampus),R Hippocampus,R Hipp,Right hippocampus pes,CA1,Right hippocampus pes
RHpIT4,cHipp_R,33.0124146,-9.5849085,-10.988125,37.3386885,-20.60359,-15.498539,Gray,Right Hippocampus,CA1 (Hippocampus),R Hippocampus,R Hipp,Right hippocampus body,,Right hippocampus body
