label,BN246label,x,y,z,mni_x,mni_y,mni_z,gm,NMM,Anat,AnatMacro,BN246,YBA_1,ManualExamination,final_loc
LHplT4,cHipp_L,-33.740836,-3.9967021,-12.983871,-35.073216,-17.442542,-17.17049,Gray,Left Hippocampus,CA2 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,CA1,Left hippocampus pes
LHplT5,A20rv_L,-38.538719,-5.9950531,-12.983871,-40.079321,-19.613516,-16.851549,White,Left Cerebral White Matter,Unknown,L Inferior Temporal Gyrus,L FuG,Unknown,WM,WM
LHplT6,Unknown,-43.336601,-7.5937338,-12.584368,-44.974871,-21.3133,-16.238363,White,Left Cerebral White Matter,Unknown,L Middle Temporal Gyrus,Unknown,Unknown,WM,WM
LHplT7,Unknown,-47.734661,-9.1924145,-12.184864,-49.445601,-22.997277,-15.432106,White,Left Cerebral White Matter,Unknown,L Middle Temporal Gyrus,Unknown,Unknown,WM,WM
LHplT8,A20il_L,-52.532543,-11.190765,-11.78536,-54.405014,-25.049946,-14.393086,White,Left Cerebral White Matter,Unknown,L Middle Temporal Gyrus,L ITG,Unknown,WM,WM
LHplT9,A21c_L,-57.330426,-12.789446,-11.78536,-59.517617,-26.775158,-14.018907,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Unknown,Left inferior middle temporal gyrus C,Left inferior middle temporal gyrus C
LmCmS1,Unknown,-2.5545998,16.7861474,24.5694771,-1.500074,12.7062774,21.5012477,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,Left cingulate gyrus I,Left cingulate gyrus I
LmCmS10,Unknown,-23.345424,21.5821896,61.3238182,-22.904298,26.1696191,62.5251521,Unknown,Left SFG superior frontal gyrus,Unknown,L Middle Frontal Gyrus,Unknown,Left superior frontal gyrus 5 D,OOB,OOB
LmCmS11,Unknown,-24.944718,21.9818598,63.7208405,-24.523672,27.134168,65.1019973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
LmCmS12,Unknown,-25.744365,22.38153,66.5173664,-25.306269,28.1639829,68.1336,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
LmCmS2,A24rv_L,-4.953541,17.1858176,28.9640179,-4.2591173,14.1424313,26.4780466,White,Left MCgG middle cingulate gyrus,Area 33,L ACC,L CG,Left cingulate gyrus I,,Left cingulate gyrus I
LmCmS3,A24cd_L,-7.3524823,17.5854878,33.3585587,-6.8440428,15.5414543,31.4365707,Gray,Left MCgG middle cingulate gyrus,Unknown,L ACC,L CG,Left cingulate gyrus I,,Left cingulate gyrus I
LmCmS4,A24cd_L,-9.7514236,17.985158,37.3535957,-9.471367,16.8106771,35.9137457,Gray,Left SMC supplementary motor cortex,Unknown,L MCC,L CG,Left superior frontal gyrus 4 A,,Left superior frontal gyrus 4 A
LmCmS5,Unknown,-12.150365,18.7844983,41.7481365,-11.889275,18.6358657,40.8130709,White,Left Cerebral White Matter,Unknown,L Superior Frontal Gyrus,Unknown,Unknown,WM,WM
LmCmS6,Unknown,-14.549306,19.1841685,46.1426773,-14.14592,20.0947999,45.8321237,White,Left Cerebral White Matter,Unknown,L Superior Frontal Gyrus,Unknown,Unknown,WM,WM
LmCmS7,A8dl_L,-16.948247,19.9835089,50.5372181,-16.410167,21.9662763,50.6742541,White,Left Cerebral White Matter,Unknown,L Superior Frontal Gyrus,L SFG,Unknown,WM,WM
LmCmS8,A8dl_L,-19.347189,20.3831791,54.9317589,-18.805546,23.4088449,55.5732102,White,Left SFG superior frontal gyrus,Unknown,L Superior Frontal Gyrus,L SFG,Left superior frontal gyrus 4 D,WM,WM
LmCmS9,A8dl_L,-21.346306,21.1825194,58.926796,-20.843114,25.1743857,59.9029405,Gray,Left SFG superior frontal gyrus,Unknown,L Superior Frontal Gyrus,L SFG,Left superior frontal gyrus 4 D,,Left superior frontal gyrus 4 D
LmOlF1,A11m_L,-10.950894,59.5508571,-3.3957825,-9.8209165,49.0933376,-23.090971,White,Left MOrG medial orbital gyrus,Area Fo1,L Superior Orbital Gyrus,L OrG,Left frontal orbital 2 B,,Left frontal orbital 2 B
LmOlF2,A11l_L,-15.748777,57.9521763,-1.7977676,-15.020246,47.9471201,-20.674748,Gray,Left MOrG medial orbital gyrus,Area Fo3,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 C,,Left frontal orbital 3 C
LmOlF3,A11l_L,-19.747012,55.9538254,-0.5992565,-19.3574,46.3551704,-18.684624,Gray,Left MOrG medial orbital gyrus,Area Fo3,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 C,,Left frontal orbital 3 C
LmOlF4,A11l_L,-24.145071,53.9554745,0.99875832,-24.035391,44.8986114,-15.946473,Gray,Left AOrG anterior orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 C,,Left frontal orbital 3 C
LmOlF5,A11l_L,-28.54313,52.3567938,2.19726944,-28.721111,43.8079192,-13.589958,Gray,Left AOrG anterior orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 D,WM,WM
LmOlF6,A12/47o_L,-32.941189,50.758113,3.39578056,-33.438753,42.728734,-11.372148,Gray,Left LOrG lateral orbital gyrus,Unknown,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 D,,Left frontal orbital 3 D
LmOlF7,A12/47o_L,-37.339248,48.7597621,5.3932991,-38.241574,41.4520233,-8.4362427,White,Left Cerebral White Matter,Unknown,L IFG (p Orbitalis),L OrG,Left frontal orbital 3 D,WM,WM
LmOlF8,A45r_L,-41.337484,46.7614112,6.59181023,-42.632412,39.9270515,-6.6975825,Gray,Left Cerebral White Matter,Unknown,L IFG (p Orbitalis),L IFG,Left anterior pars triangularis A,,Left anterior pars triangularis A
LmOlF9,A45r_L,-45.735543,45.1627305,8.18982506,-47.377916,38.8647264,-4.7807577,Gray,Left TrIFG triangular part of the inferior frontal gyrus,Unknown,L IFG (p Orbitalis),L IFG,Left anterior pars triangularis A,OOB,OOB
LmTpT1,TH_L,-18.547542,-22.381531,-12.184864,-19.595656,-37.016716,-11.514407,Gray,Left PHG parahippocampal gyrus,Subiculum,L ParaHippocampal Gyrus,L PhG,Left parahippocampal gyrus F,,Left parahippocampal gyrus F
LmTpT10,A37vl_L,-59.329543,-42.36504,-12.184864,-61.572478,-58.121323,-6.4432945,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left inferior middle temporal gyrus F,,Left inferior middle temporal gyrus F
LmTpT2,TL_L,-22.945601,-24.379882,-12.184864,-24.182767,-39.107951,-10.930843,Gray,Left PHG parahippocampal gyrus,CA1 (Hippocampus),L ParaHippocampal Gyrus,L PhG,Left parahippocampal gyrus F,,Left parahippocampal gyrus F
LmTpT3,TL_L,-27.743483,-26.378232,-11.78536,-29.166468,-41.064412,-9.9227073,Gray,Left LiG lingual gyrus,Area FG3,L ParaHippocampal Gyrus,L PhG,Left parahippocampal gyrus F,WM,WM
LmTpT4,A20rv_L,-32.141542,-28.776254,-11.78536,-33.664924,-43.640882,-9.4220926,White,Left FuG fusiform gyrus,Area FG3,L Fusiform Gyrus,L FuG,Left medial occipitotemporal gyrus E,WM,WM
LmTpT5,A37lv_L,-36.539601,-30.774604,-12.184864,-38.09901,-45.921647,-9.4348208,White,Left Cerebral White Matter,Unknown,L Fusiform Gyrus,L FuG,Unknown,WM,WM
LmTpT6,A37lv_L,-41.337484,-33.172626,-12.184864,-42.981316,-48.525737,-8.9423785,Gray,Left ITG inferior temporal gyrus,Area FG4,L Inferior Temporal Gyrus,L FuG,Left basal inferior temporal gyrus E,,Left basal inferior temporal gyrus E
LmTpT7,A37elv_L,-45.735543,-35.570647,-12.184864,-47.515258,-50.983678,-8.1935542,White,Left Cerebral White Matter,Unknown,L Inferior Temporal Gyrus,L ITG,Unknown,WM,WM
LmTpT8,A37vl_L,-50.133602,-37.568998,-12.184864,-52.097537,-53.10201,-7.6839902,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Unknown,Left lateral inferior temporal gyrus F,Left lateral inferior temporal gyrus F
LmTpT9,A37vl_L,-54.531661,-39.967019,-12.184864,-56.65901,-55.632876,-7.0706234,Gray,Left MTG middle temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left inferior middle temporal gyrus F,,Left inferior middle temporal gyrus F
LPVNH1,Unknown,-36.539601,-25.578892,-8.5893307,-38.105515,-39.380541,-6.5924679,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LPVNH10,rCunG_L,-17.348071,-66.345251,-5.7928047,-17.656766,-83.868063,7.58262716,White,Left Cerebral White Matter,Area hOc1 [V1],L Superior Occipital Gyrus,L MVOcC,Unknown,WM,WM
LPVNH11,Unknown,-14.94913,-70.741623,-5.7928047,-15.280319,-88.872138,8.76149646,White,Left Cerebral White Matter,Area hOc4d [V3A],L Superior Occipital Gyrus,Unknown,Unknown,WM,WM
LPVNH12,OPC_L,-12.550188,-75.137995,-5.393301,-13.003882,-93.870261,10.5278699,White,Left Cerebral White Matter,Area hOc3d [V3d],L Superior Occipital Gyrus,L LOcC,Left inferior middle occipital gyrus F,WM,WM
LPVNH13,OPC_L,-10.151247,-79.134697,-4.9937973,-10.783451,-98.425726,12.2714946,Gray,Left OCP occipital pole,Area hOc2 [V2],L Superior Occipital Gyrus,L LOcC,Left inferior middle occipital gyrus E,,Left inferior middle occipital gyrus E
LPVNH14,OPC_L,-8.1521294,-84.330409,-4.5942936,-9.0361468,-104.45499,14.5011776,Unknown,Unknown,Area hOc2 [V2],L Superior Occipital Gyrus,L LOcC,Left inferior middle occipital gyrus E,OOB,OOB
LPVNH2,A20rv_L,-34.540483,-30.374934,-8.189827,-35.787771,-44.395552,-4.9422921,Gray,Left Cerebral White Matter,Unknown,Unknown,L FuG,Unknown,Left parahippocampal gyrus G,Left parahippocampal gyrus G
LPVNH3,A20rv_L,-32.541366,-34.771306,-7.7903233,-33.449316,-48.986935,-3.3740056,Gray,Left Cerebral White Matter,Area FG3,L Lingual Gyrus,L FuG,Left parahippocampal gyrus G,,Left parahippocampal gyrus G
LPVNH4,rLinG_L,-30.542248,-39.167678,-7.3908195,-31.255774,-53.658277,-1.8277075,Gray,Left Cerebral White Matter,Unknown,L Fusiform Gyrus,L MVOcC,Unknown,Left parahippocampal gyrus G,Left parahippocampal gyrus G
LPVNH5,Unknown,-28.143307,-43.56405,-6.9913158,-28.779736,-58.390502,-0.1757662,Gray,Left Cerebral White Matter,Area hOc2 [V2],L Lingual Gyrus,Unknown,Unknown,Left parahippocampal gyrus G,Left parahippocampal gyrus G
LPVNH6,vmPOS_L,-26.144189,-48.360093,-6.5918121,-26.670646,-63.615581,1.68702373,Gray,Left Cerebral White Matter,Area hOc1 [V1],Unknown,L MVOcC,Unknown,Left parahippocampal gyrus G,Left parahippocampal gyrus G
LPVNH7,vmPOS_L,-23.745248,-52.756465,-6.5918121,-24.074023,-68.57047,3.03414667,Gray,Left Calc calcarine cortex,Area hOc1 [V1],L Calcarine Gyrus,L MVOcC,Unknown,Left superior occipital gyrus A,Left superior occipital gyrus A
LPVNH8,vmPOS_L,-21.74613,-57.152837,-6.1923084,-22.040769,-73.489395,4.61142189,Gray,Left Calc calcarine cortex,Area hOc1 [V1],L Calcarine Gyrus,L MVOcC,Unknown,Left inferior occipital gyrus B,Left inferior occipital gyrus B
LPVNH9,vmPOS_L,-19.347189,-61.549209,-6.1923084,-19.591592,-78.506849,5.82123342,Gray,Left Lateral Ventricle,Area hOc1 [V1],L Calcarine Gyrus,L MVOcC,Unknown,Left inferior occipital gyrus C superior,Left inferior occipital gyrus C superior
RaCaS1,A32sg_R,2.24328279,40.7663584,4.99379539,4.43477467,32.0466428,-8.9218078,Gray,Right ACgG anterior cingulate gyrus,Area s32,R Mid Orbital Gyrus,R CG,Right cingulate gyrus D,,Right cingulate gyrus D
RaCaS10,A46_R,19.4356953,55.9538254,41.7481365,23.4033268,56.3980616,29.5413767,Gray,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R MFG,Right middle frontal gyrus 2 A,OOB,OOB
RaCaS11,A46_R,21.434813,57.152836,45.7431736,25.6686392,58.3308122,33.6333817,Unknown,Unknown,Unknown,R Superior Frontal Gyrus,R MFG,Right middle frontal gyrus 2 A,OOB,OOB
RaCaS12,Unknown,23.0341072,58.7515167,49.7382107,27.3884782,60.6188534,37.5608662,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
RaCaS2,A32sg_R,4.24240053,42.3650392,9.38833618,6.51190746,34.8771222,-4.1370558,Gray,Right ACgG anterior cingulate gyrus,Area 33,R ACC,R CG,Right cingulate gyrus D,,Right cingulate gyrus D
RaCaS3,A24rv_R,6.24151826,43.5640497,13.782877,8.61012116,37.2785883,0.78121888,Gray,Right ACgG anterior cingulate gyrus,Area 33,R ACC,R CG,Right cingulate gyrus E,,Right cingulate gyrus E
RaCaS4,A32sg_R,8.24063599,45.5624006,17.777914,10.8094132,40.2156132,4.96981719,White,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right cingulate gyrus E,WM,WM
RaCaS5,A10m_R,10.2397537,47.1610814,22.1724548,12.9944063,42.8195589,9.64322714,Gray,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R SFG,Right cingulate gyrus F,,Right cingulate gyrus F
RaCaS6,A10m_R,12.2388715,48.7597621,26.5669956,15.0130295,45.5483974,14.2820837,Gray,Right MSFG superior frontal gyrus medial segment,Unknown,R ACC,R SFG,Right frontal pole 4 A,,Right frontal pole 4 A
RaCaS7,Unknown,13.8381656,50.3584428,30.5620327,16.8107372,48.2281132,18.4434897,White,Right Cerebral White Matter,Unknown,R ACC,Unknown,Unknown,WM,WM
RaCaS8,A46_R,16.2371069,52.3567938,34.5570698,19.579709,51.2304515,22.448277,Gray,Right Cerebral White Matter,Unknown,R Superior Frontal Gyrus,R MFG,Unknown,Right middle frontal gyrus 1 A,Right middle frontal gyrus 1 A
RaCaS9,A46_R,18.2362247,53.9554745,38.5521069,21.9304543,53.7429164,26.5443919,Gray,Right SFG superior frontal gyrus,Unknown,R Middle Frontal Gyrus,R MFG,Right middle frontal gyrus 2 A,,Right middle frontal gyrus 2 A
RAglT1,rHipp_R,18.6360482,9.59208411,-14.182383,21.0529001,-4.61576,-22.854752,Gray,Right Amygdala,Amygdala (LB),R ParaHippocampal Gyrus,R Hipp,Right amygdala inferior,,Right amygdala inferior
RAglT2,mAmyg_R,23.4339308,9.59208411,-13.782879,26.2292415,-4.6293151,-22.226278,Gray,Right Amygdala,Amygdala (LB),R Hippocampus,R Amyg,Right amygdala inferior,,Right amygdala inferior
RAglT3,lAmyg_R,28.6316369,9.19241393,-13.782879,31.8061874,-5.2025326,-21.972713,Gray,Right Amygdala,Amygdala (LB),R Hippocampus,R Amyg,Right amygdala inferior,WM,WM
RAglT4,Unknown,33.4295194,8.79274374,-13.383375,36.986681,-5.6329881,-21.270766,White,Right Cerebral White Matter,Unknown,R Hippocampus,Unknown,Unknown,WM,WM
RAglT5,Unknown,38.227402,8.39307356,-13.383375,42.1021965,-6.1392937,-21.114674,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RAglT6,A22r_R,43.4251081,7.99340338,-13.383375,47.6315807,-6.6788114,-20.975624,White,Right MTG middle temporal gyrus,Unknown,Unknown,R STG,Right superior middle temporal gyrus A,,Right superior middle temporal gyrus A
RAglT7,aSTS_R,48.2229906,7.59373319,-13.383375,52.7125349,-7.2399159,-20.844748,White,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus A,WM,WM
RAglT8,aSTS_R,53.4206967,7.59373319,-13.782879,58.1881861,-7.4683024,-21.197512,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus A,,Right superior middle temporal gyrus A
RAglT9,A21r_R,58.2185793,7.59373319,-14.182383,63.1544845,-7.6738856,-21.516911,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right inferior middle temporal gyrus A,,Right inferior middle temporal gyrus A
RCMiP1,rTtha_R,3.44275343,-10.791095,0.59925461,4.52033881,-21.548976,-0.2740183,Gray,Right Thalamus Proper,Thal: Prefrontal,R Thalamus,R Tha,Unknown,Right Thalamus,Right Thalamus
RCMiP10,Unknown,40.6263433,-34.371636,10.1873436,42.1425777,-44.098763,18.2262059,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
RCMiP11,A39rv_R,44.6245787,-37.169327,11.3858547,46.235361,-46.944971,20.376367,White,Right AnG angular gyrus,Unknown,R Superior Temporal Gyrus,R IPL,Right superior temporal gyrus G,WM,WM
RCMiP12,A39rv_R,49.0226377,-39.567348,12.1848621,50.8240042,-49.493942,21.9852113,White,Right AnG angular gyrus,Area PGa (IPL),R Superior Temporal Gyrus,R IPL,Right superior temporal gyrus G,,Right superior temporal gyrus G
RCMiP13,A39rv_R,53.0208732,-42.36504,13.3833733,54.9233597,-52.399746,24.0809957,White,Right AnG angular gyrus,Area PGa (IPL),R Angular Gyrus,R IPL,Unknown,Right supramarginal gyrus 5 E,Right supramarginal gyrus 5 E
RCMiP14,A39rv_R,56.6192851,-44.363391,13.782877,58.5629346,-54.640206,25.0335072,Gray,Right AnG angular gyrus,Area PGa (IPL),R Angular Gyrus,R IPL,Right supramarginal gyrus 5 E,,Right supramarginal gyrus 5 E
RCMiP2,lPFtha_R,7.4409889,-13.189116,1.39826202,8.6443628,-23.813127,1.36446782,Gray,Right Thalamus Proper,Thal: Prefrontal,R Thalamus,R Tha,Unknown,Right Thalamus,Right Thalamus
RCMiP3,PPtha_R,11.8390479,-15.986808,2.59677315,13.1598691,-26.47168,3.65644633,Gray,Right Thalamus Proper,Thal: Parietal,R Thalamus,R Tha,Unknown,Right Thalamus,Right Thalamus
RCMiP4,PPtha_R,15.8372834,-18.384829,3.79528427,17.2643107,-28.741476,5.85506891,Gray,Right Thalamus Proper,Thal: Temporal,R Thalamus,R Tha,Unknown,Right Thalamus,Right Thalamus
RCMiP5,Otha_R,19.8355188,-20.78285,4.99379539,21.3717444,-30.932788,8.04591052,White,Right Thalamus Proper,Thal: Temporal,R Thalamus,R Tha,Unknown,Right Thalamus,Right Thalamus
RCMiP6,Unknown,23.8337543,-23.580541,6.19230652,25.4518728,-33.567372,10.3618464,White,Right Lateral Ventricle,Unknown,R Hippocampus,Unknown,Unknown,WM,WM
RCMiP7,Unknown,28.2318133,-26.378232,7.39081764,29.9366731,-36.296688,12.6999147,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
