ch_name,subject,aperiodic_exponent,aperiodic_offset,error,r^2,uniqueID
lacas1-lacas2,MS016,1.7311463572203907,-9.848141690354545,0.03739923150509469,0.9922375848416042,lacas1-lacas2_MS016
lacas8-lacas9,MS016,1.735301839791047,-9.254770443735781,0.04439137830433409,0.9901853737569891,lacas8-lacas9_MS016
lacas9-lacas10,MS016,1.4245344058894154,-9.847330575833272,0.03481647894571867,0.9908808688672225,lacas9-lacas10_MS016
lagit1-lagit2,MS016,1.9565866477003202,-9.376218945340552,0.029244045531875776,0.996749128457388,lagit1-lagit2_MS016
lagit2-lagit3,MS016,1.7982154652722948,-9.797123550364438,0.04279969498463683,0.9890698195350861,lagit2-lagit3_MS016
lagit3-lagit4,MS016,1.731460902376367,-10.137017319352752,0.026724825287885754,0.9955264215765942,lagit3-lagit4_MS016
lagit6-lagit7,MS016,1.8800086036679133,-9.063210909606916,0.041520378138149634,0.9936281389639099,lagit6-lagit7_MS016
lagit7-lagit8,MS016,1.8947136600928256,-8.903867660190544,0.04801334863129284,0.992209042980452,lagit7-lagit8_MS016
lagit8-lagit9,MS016,1.986918819171962,-9.268369550829382,0.03617364312148396,0.9953280461909847,lagit8-lagit9_MS016
lagit9-lagit10,MS016,1.7472219730322252,-9.73618213208772,0.05021038170913315,0.9885466855586547,lagit9-lagit10_MS016
laimm1-laimm2,MS016,2.189476250042147,-9.048442693816636,0.023006343029563607,0.9981128656224227,laimm1-laimm2_MS016
laimm2-laimm3,MS016,2.100529945651306,-9.186989479571643,0.023945343987997813,0.9980342578097874,laimm2-laimm3_MS016
laimm3-laimm4,MS016,2.3290886420521377,-8.648286868968697,0.03343043722408855,0.9955892537323131,laimm3-laimm4_MS016
laimm4-laimm5,MS016,1.813669684500079,-9.358644141794791,0.04235874982489862,0.9909459949459694,laimm4-laimm5_MS016
laimm5-laimm6,MS016,1.5427184768169775,-10.481117240078484,0.030585776483026777,0.9929993727203007,laimm5-laimm6_MS016
laimm10-laimm11,MS016,1.2889705555618918,-9.495234061713326,0.038936920418055916,0.9909475423512568,laimm10-laimm11_MS016
laimm11-laimm12,MS016,1.4686500558973183,-9.420376030229253,0.02811315231586383,0.9940254724902412,laimm11-laimm12_MS016
laimm12-laimm13,MS016,1.3320389540030129,-9.928019792330618,0.023256816442795633,0.9955259996006718,laimm12-laimm13_MS016
laimm13-laimm14,MS016,1.4211981278608528,-10.463760907116365,0.01873338081731399,0.9977907572317435,laimm13-laimm14_MS016
lhpit1-lhpit2,MS016,1.2620807704623345,-9.319035653813055,0.058443168537512656,0.9568802143924008,lhpit1-lhpit2_MS016
lhpit2-lhpit3,MS016,1.6889943312877667,-8.411120993815384,0.09282022317336196,0.9429587228142364,lhpit2-lhpit3_MS016
lhpit6-lhpit7,MS016,1.5970822305277579,-10.120998583071852,0.044627288772036804,0.9904797494317467,lhpit6-lhpit7_MS016
lhpit7-lhpit8,MS016,1.7087104230487642,-9.78305336644362,0.03971137517262944,0.9939264675665734,lhpit7-lhpit8_MS016
lhpit8-lhpit9,MS016,2.0205288275081057,-9.286982231854704,0.030726855003531204,0.9965628827928771,lhpit8-lhpit9_MS016
lhpit9-lhpit10,MS016,1.6016395409606585,-9.970889562536678,0.041545834987328424,0.98997081694968,lhpit9-lhpit10_MS016
