ch_name,subject,aperiodic_exponent,aperiodic_offset,error,r^2,uniqueID
racas1-racas2,MS012,1.8508403644493845,-9.878444766846826,0.024622817718297486,0.9971633925105814,racas1-racas2_MS012
racas2-racas3,MS012,1.731497263590674,-9.914942249128053,0.029469847294219073,0.9954556193708938,racas2-racas3_MS012
racas3-racas4,MS012,1.744182351741837,-9.863311482200507,0.024674575966426856,0.9970975966082767,racas3-racas4_MS012
racas4-racas5,MS012,1.6637420530090254,-9.673929468837674,0.021224409487317998,0.9975572318271012,racas4-racas5_MS012
racas5-racas6,MS012,1.5607665434549869,-9.62948485611932,0.031023351976515536,0.994471620571088,racas5-racas6_MS012
racas6-racas7,MS012,1.459034861627148,-10.562422202030875,0.038721579203695455,0.9912231896421563,racas6-racas7_MS012
racas8-racas9,MS012,1.4280789292855034,-9.959904511950622,0.02629888431177691,0.9955483724331232,racas8-racas9_MS012
racas9-racas10,MS012,1.6285470387044407,-9.728801273032618,0.028276999781043283,0.995465096306618,racas9-racas10_MS012
raglt1-raglt2,MS012,2.05685870301435,-8.882081297113041,0.02658743265547399,0.9975653830318448,raglt1-raglt2_MS012
raglt2-raglt3,MS012,1.9816399058063268,-9.304199366016935,0.022199559543186913,0.998196964653071,raglt2-raglt3_MS012
raglt3-raglt4,MS012,2.2117294122686113,-9.396299701781052,0.033700615377996075,0.9951480979180991,raglt3-raglt4_MS012
raglt8-raglt9,MS012,3.0839826881482217,-7.644334027639495,0.022149932189053746,0.9991597115020326,raglt8-raglt9_MS012
rals1-rals2,MS012,1.8460663636075678,-9.605405031127725,0.024956262379217775,0.9976252833968892,rals1-rals2_MS012
rals2-rals3,MS012,1.6697471850095704,-9.784267578760302,0.02266328282794081,0.9974743883495367,rals2-rals3_MS012
rals3-rals4,MS012,1.5766612843155656,-9.874410066652828,0.01898264996473442,0.9978234842313125,rals3-rals4_MS012
rals4-rals5,MS012,1.448557203524777,-10.058384089824425,0.027425395869485922,0.9944750198189184,rals4-rals5_MS012
rals8-rals9,MS012,1.3503410966204474,-10.016805506671826,0.018604894074762027,0.9971105471177912,rals8-rals9_MS012
rals9-rals10,MS012,1.429610126840373,-10.010387149406535,0.022927290448631624,0.9949874336376731,rals9-rals10_MS012
rals10-rals11,MS012,1.3922676434962342,-9.98460376726871,0.02470909166559,0.9954645509691695,rals10-rals11_MS012
rals12-rals13,MS012,1.4710982636749927,-9.714690045699372,0.03888697868938506,0.9923349956249976,rals12-rals13_MS012
rals13-rals14,MS012,1.266218819797804,-10.538737666660989,0.016872630104721186,0.9972536224450377,rals13-rals14_MS012
rhplt1-rhplt2,MS012,1.8485574547510375,-8.721057957715141,0.02626542574595233,0.9969416771469931,rhplt1-rhplt2_MS012
rhplt2-rhplt3,MS012,1.7928035905565156,-8.27652043405574,0.05651312578434117,0.9859925529640305,rhplt2-rhplt3_MS012
rhplt3-rhplt4,MS012,2.335157215952108,-8.560117987919401,0.03423279267612749,0.9962516182501989,rhplt3-rhplt4_MS012
