ch_name,subject,aperiodic_exponent,aperiodic_offset,error,r^2,uniqueID
lacas1-lacas2,MS027,2.4832022628124206,-8.398391113129898,0.02214756208042071,0.9988122582549226,lacas1-lacas2_MS027
lacas2-lacas3,MS027,2.3011347768564963,-9.26717355210348,0.04963058952607819,0.992062623983024,lacas2-lacas3_MS027
lacas5-lacas6,MS027,1.9228305184459058,-9.879656109295231,0.04750589538647527,0.9888945308734893,lacas5-lacas6_MS027
lacas6-lacas7,MS027,1.9840539970266289,-9.120908726590162,0.04654995083010761,0.987702098379532,lacas6-lacas7_MS027
lacas7-lacas8,MS027,1.9548968205782564,-9.395991472020562,0.041580687531257994,0.9916199952075156,lacas7-lacas8_MS027
lacas8-lacas9,MS027,2.2088480100772014,-8.690492607665936,0.02824596429059444,0.9979644144287362,lacas8-lacas9_MS027
lacas9-lacas10,MS027,2.05848223400045,-8.863096294914724,0.03393611524954399,0.996158949599485,lacas9-lacas10_MS027
lacas11-lacas12,MS027,2.0856144500398637,-8.690424078643396,0.044005018664884994,0.9919896960988512,lacas11-lacas12_MS027
lmcms1-lmcms2,MS027,2.561449611358531,-8.471071386590355,0.02998136052562103,0.9965031402741362,lmcms1-lmcms2_MS027
lmcms2-lmcms3,MS027,1.9361484716337314,-9.210501640001787,0.04098838151191487,0.9941139910670727,lmcms2-lmcms3_MS027
lmolf1-lmolf2,MS027,2.326939158046064,-8.614039223306694,0.05706309885922208,0.9889648138860248,lmolf1-lmolf2_MS027
lmolf2-lmolf3,MS027,1.7403138474115372,-9.59444343766931,0.02183459206753464,0.9974365743116419,lmolf2-lmolf3_MS027
lmolf3-lmolf4,MS027,2.1204921712608056,-8.891177238630648,0.052140540025697485,0.9881519245402111,lmolf3-lmolf4_MS027
lmolf4-lmolf5,MS027,1.535485977693017,-9.471785145491918,0.024825138976553383,0.9963484438793448,lmolf4-lmolf5_MS027
lmolf5-lmolf6,MS027,1.686152263411233,-9.327486918569475,0.038150669068712166,0.9891825063590995,lmolf5-lmolf6_MS027
lmolf6-lmolf7,MS027,2.085161614946948,-8.479475761620897,0.04766393355543056,0.9890089909380081,lmolf6-lmolf7_MS027
lmolf7-lmolf8,MS027,1.4121987933138114,-9.551463488378355,0.02610492110596072,0.9943212740185178,lmolf7-lmolf8_MS027
lmolf8-lmolf9,MS027,1.7513618780633227,-9.547114463909285,0.06306947048714641,0.9706351614684309,lmolf8-lmolf9_MS027
lmolf9-lmolf10,MS027,1.779868648493547,-9.558694157701346,0.026652337999348262,0.9964873626456443,lmolf9-lmolf10_MS027
liisp1-liisp2,MS027,2.560478347285063,-8.38541614949099,0.04472196938471477,0.9958517035499368,liisp1-liisp2_MS027
liisp2-liisp3,MS027,2.9672319807146614,-7.3593387863454245,0.02696364300255825,0.9984436121396112,liisp2-liisp3_MS027
liisp3-liisp4,MS027,1.83063979833983,-8.995761309607495,0.028495049523958083,0.9967792468366365,liisp3-liisp4_MS027
liisp4-liisp5,MS027,2.199490479236342,-8.530126940098206,0.02316300638211646,0.9981949484920788,liisp4-liisp5_MS027
liisp5-liisp6,MS027,2.7118753053345164,-7.777020731459397,0.031924187730029197,0.9979300421327182,liisp5-liisp6_MS027
liisp6-liisp7,MS027,2.431241233609548,-8.566984186306682,0.04156106177192238,0.99617032396981,liisp6-liisp7_MS027
liisp15-liisp16,MS027,1.2389040907293911,-9.930000787209229,0.06409123243390676,0.9854005671395843,liisp15-liisp16_MS027
lence2-lence3,MS027,2.1751246046027357,-8.744901181211432,0.023341100165430746,0.9976882739809825,lence2-lence3_MS027
lence3-lence4,MS027,2.259561542506664,-8.209459315815595,0.07379026412739961,0.989224757829281,lence3-lence4_MS027
lence4-lence5,MS027,2.8575962158684374,-7.077209339351829,0.05220393871074195,0.9952684499415108,lence4-lence5_MS027
lence5-lence6,MS027,2.4775895555085086,-8.277039912018674,0.04259886855580317,0.9942632344245322,lence5-lence6_MS027
laglt1-laglt2,MS027,2.9244785307155805,-8.200385695344453,0.026959367777163908,0.9981947380368951,laglt1-laglt2_MS027
laglt2-laglt3,MS027,2.827767571319555,-8.439923707144558,0.04984672447944746,0.9961154196911065,laglt2-laglt3_MS027
laglt3-laglt4,MS027,3.163304025354564,-8.088994253295192,0.0443713590831684,0.9973056674527568,laglt3-laglt4_MS027
laglt6-laglt7,MS027,2.5533656604423447,-8.459062585649301,0.040189685753431154,0.9956588615463297,laglt6-laglt7_MS027
laglt7-laglt8,MS027,2.2125666807328495,-8.75099001608209,0.02968111735739789,0.9973746712061199,laglt7-laglt8_MS027
laglt8-laglt9,MS027,2.670536322290147,-8.188250571657566,0.03589530558624125,0.996952246607523,laglt8-laglt9_MS027
lhplt1-lhplt2,MS027,2.419428533204164,-7.499917067988055,0.02205631117510348,0.9987631333205756,lhplt1-lhplt2_MS027
